images,classes,xmls
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.27 09_38_06.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.26 14_15_41.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.26 15_14_13.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.22 09_41_18.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.27 13_44_26.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.19 14_29_08.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.22 09_05_36.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.25 15_38_59.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.27 10_13_39.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.28 14_24_29.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.25 14_36_33.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.26 10_03_29.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.23 13_21_31.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.25 15_24_25.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.28 13_24_55.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.27 10_06_24.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.19 09_42_35.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.25 13_41_10.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.23 08_48_59.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.26 14_13_47.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.25 13_15_39.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.26 15_59_57.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.23 09_15_23.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.16 10_52_04.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.25 15_44_25.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/正常/J01_2018.06.22 14_57_46.jpg,正常,0
../data/xuelang_round1_train_part2_20180705/剪洞/J01_2018.06.26 09_55_27.jpg,剪洞,../data/xuelang_round1_train_part2_20180705/剪洞/J01_2018.06.26 09_55_27.xml
../data/xuelang_round1_train_part2_20180705/剪洞/J01_2018.06.23 13_28_32.jpg,剪洞,../data/xuelang_round1_train_part2_20180705/剪洞/J01_2018.06.23 13_28_32.xml
../data/xuelang_round1_train_part2_20180705/剪洞/J01_2018.06.22 08_45_25.jpg,剪洞,../data/xuelang_round1_train_part2_20180705/剪洞/J01_2018.06.22 08_45_25.xml
../data/xuelang_round1_train_part2_20180705/剪洞/J01_2018.06.26 14_01_55.jpg,剪洞,../data/xuelang_round1_train_part2_20180705/剪洞/J01_2018.06.26 14_01_55.xml
../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.26 14_07_03.jpg,扎洞,../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.26 14_07_03.xml
../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.22 15_17_59.jpg,扎洞,../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.22 15_17_59.xml
../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.22 10_14_23.jpg,扎洞,../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.22 10_14_23.xml
../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.25 13_32_20.jpg,扎洞,../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.25 13_32_20.xml
../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.28 13_43_53.jpg,扎洞,../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.28 13_43_53.xml
../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.22 14_58_44.jpg,扎洞,../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.22 14_58_44.xml
../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.22 09_39_34.jpg,扎洞,../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.22 09_39_34.xml
../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.27 13_30_56.jpg,扎洞,../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.27 13_30_56.xml
../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.22 14_58_08.jpg,扎洞,../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.22 14_58_08.xml
../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.28 15_44_32.jpg,扎洞,../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.28 15_44_32.xml
../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.22 14_57_28.jpg,扎洞,../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.22 14_57_28.xml
../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.28 14_54_13.jpg,扎洞,../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.28 14_54_13.xml
../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.22 14_24_00.jpg,扎洞,../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.22 14_24_00.xml
../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.23 10_46_52.jpg,扎洞,../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.23 10_46_52.xml
../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.28 13_29_44.jpg,扎洞,../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.28 13_29_44.xml
../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.27 09_14_49.jpg,扎洞,../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.27 09_14_49.xml
../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.26 09_14_41.jpg,扎洞,../data/xuelang_round1_train_part2_20180705/扎洞/J01_2018.06.26 09_14_41.xml
../data/xuelang_round1_train_part2_20180705/扎梳/J01_2018.06.20 15_07_22.jpg,扎梳,../data/xuelang_round1_train_part2_20180705/扎梳/J01_2018.06.20 15_07_22.xml
../data/xuelang_round1_train_part2_20180705/扎梳/J01_2018.06.20 15_06_52.jpg,扎梳,../data/xuelang_round1_train_part2_20180705/扎梳/J01_2018.06.20 15_06_52.xml
../data/xuelang_round1_train_part2_20180705/扎梳/J01_2018.06.19 14_26_40.jpg,扎梳,../data/xuelang_round1_train_part2_20180705/扎梳/J01_2018.06.19 14_26_40.xml
../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.26 10_02_55.jpg,边扎洞,../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.26 10_02_55.xml
../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.19 10_20_41.jpg,边扎洞,../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.19 10_20_41.xml
../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.26 09_19_36.jpg,边扎洞,../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.26 09_19_36.xml
../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.26 15_28_04.jpg,边扎洞,../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.26 15_28_04.xml
../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.26 09_27_06.jpg,边扎洞,../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.26 09_27_06.xml
../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.26 15_33_21.jpg,边扎洞,../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.26 15_33_21.xml
../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.26 15_29_55.jpg,边扎洞,../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.26 15_29_55.xml
../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.23 09_42_57.jpg,边扎洞,../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.23 09_42_57.xml
../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.19 10_20_52.jpg,边扎洞,../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.19 10_20_52.xml
../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.27 08_52_34.jpg,边扎洞,../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.27 08_52_34.xml
../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.26 15_43_31.jpg,边扎洞,../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.26 15_43_31.xml
../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.19 15_38_33.jpg,边扎洞,../data/xuelang_round1_train_part2_20180705/边扎洞/J01_2018.06.19 15_38_33.xml
../data/xuelang_round1_train_part2_20180705/耳朵/J01_2018.06.20 08_43_24.jpg,耳朵,../data/xuelang_round1_train_part2_20180705/耳朵/J01_2018.06.20 08_43_24.xml
../data/xuelang_round1_train_part2_20180705/愣断/J01_2018.06.25 13_48_32.jpg,愣断,../data/xuelang_round1_train_part2_20180705/愣断/J01_2018.06.25 13_48_32.xml
../data/xuelang_round1_train_part2_20180705/愣断/J01_2018.06.22 14_07_50.jpg,愣断,../data/xuelang_round1_train_part2_20180705/愣断/J01_2018.06.22 14_07_50.xml
../data/xuelang_round1_train_part2_20180705/回边/J01_2018.06.25 08_44_28.jpg,回边,../data/xuelang_round1_train_part2_20180705/回边/J01_2018.06.25 08_44_28.xml
../data/xuelang_round1_train_part2_20180705/回边/J01_2018.06.20 09_01_57.jpg,回边,../data/xuelang_round1_train_part2_20180705/回边/J01_2018.06.20 09_01_57.xml
../data/xuelang_round1_train_part2_20180705/回边/J01_2018.06.19 13_58_45.jpg,回边,../data/xuelang_round1_train_part2_20180705/回边/J01_2018.06.19 13_58_45.xml
../data/xuelang_round1_train_part2_20180705/线印/J01_2018.06.17 15_52_19.jpg,线印,../data/xuelang_round1_train_part2_20180705/线印/J01_2018.06.17 15_52_19.xml
../data/xuelang_round1_train_part2_20180705/擦毛/J01_2018.06.17 14_09_15.jpg,擦毛,../data/xuelang_round1_train_part2_20180705/擦毛/J01_2018.06.17 14_09_15.xml
../data/xuelang_round1_train_part2_20180705/边针眼/J01_2018.06.20 14_34_25.jpg,边针眼,../data/xuelang_round1_train_part2_20180705/边针眼/J01_2018.06.20 14_34_25.xml
../data/xuelang_round1_train_part2_20180705/边针眼/J01_2018.06.23 08_50_09.jpg,边针眼,../data/xuelang_round1_train_part2_20180705/边针眼/J01_2018.06.23 08_50_09.xml
../data/xuelang_round1_train_part2_20180705/边针眼/J01_2018.06.23 08_54_57.jpg,边针眼,../data/xuelang_round1_train_part2_20180705/边针眼/J01_2018.06.23 08_54_57.xml
../data/xuelang_round1_train_part2_20180705/边针眼/J01_2018.06.20 14_34_45.jpg,边针眼,../data/xuelang_round1_train_part2_20180705/边针眼/J01_2018.06.20 14_34_45.xml
../data/xuelang_round1_train_part2_20180705/边针眼/J01_2018.06.25 14_51_01.jpg,边针眼,../data/xuelang_round1_train_part2_20180705/边针眼/J01_2018.06.25 14_51_01.xml
../data/xuelang_round1_train_part2_20180705/楞断/J01_2018.06.17 10_09_02.jpg,楞断,../data/xuelang_round1_train_part2_20180705/楞断/J01_2018.06.17 10_09_02.xml
../data/xuelang_round1_train_part2_20180705/楞断/J01_2018.06.20 14_23_36.jpg,楞断,../data/xuelang_round1_train_part2_20180705/楞断/J01_2018.06.20 14_23_36.xml
../data/xuelang_round1_train_part2_20180705/弓纱/J01_2018.06.22 10_26_58.jpg,弓纱,../data/xuelang_round1_train_part2_20180705/弓纱/J01_2018.06.22 10_26_58.xml
../data/xuelang_round1_train_part2_20180705/弓纱/J01_2018.06.17 13_34_46.jpg,弓纱,../data/xuelang_round1_train_part2_20180705/弓纱/J01_2018.06.17 13_34_46.xml
../data/xuelang_round1_train_part2_20180705/弓纱/J01_2018.06.17 15_13_34.jpg,弓纱,../data/xuelang_round1_train_part2_20180705/弓纱/J01_2018.06.17 15_13_34.xml
../data/xuelang_round1_train_part2_20180705/弓纱/J01_2018.06.16 09_49_21.jpg,弓纱,../data/xuelang_round1_train_part2_20180705/弓纱/J01_2018.06.16 09_49_21.xml
../data/xuelang_round1_train_part2_20180705/弓纱/J01_2018.06.17 15_38_41.jpg,弓纱,../data/xuelang_round1_train_part2_20180705/弓纱/J01_2018.06.17 15_38_41.xml
../data/xuelang_round1_train_part2_20180705/弓纱/J01_2018.06.25 08_58_29.jpg,弓纱,../data/xuelang_round1_train_part2_20180705/弓纱/J01_2018.06.25 08_58_29.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 15_10_04.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 15_10_04.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 14_47_30.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 14_47_30.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 13_46_52.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 13_46_52.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 13_19_33.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 13_19_33.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 14_36_14.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 14_36_14.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.27 14_54_59.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.27 14_54_59.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 14_14_43.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 14_14_43.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 09_56_17.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 09_56_17.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.16 09_40_54.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.16 09_40_54.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 14_28_01.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 14_28_01.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.26 15_59_31.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.26 15_59_31.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.22 15_14_59.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.22 15_14_59.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 10_09_11.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 10_09_11.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.27 13_41_40.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.27 13_41_40.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.27 08_54_36.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.27 08_54_36.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 14_24_45.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 14_24_45.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 15_45_28.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 15_45_28.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.27 13_45_32.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.27 13_45_32.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 14_28_32.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 14_28_32.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 10_10_24.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 10_10_24.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.13 13_17_04.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.13 13_17_04.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.27 13_27_05.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.27 13_27_05.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 10_10_21.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 10_10_21.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.17 15_40_14.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.17 15_40_14.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 09_31_46.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 09_31_46.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.26 15_59_13.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.26 15_59_13.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.26 09_59_12.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.26 09_59_12.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.23 10_43_23.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.23 10_43_23.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 10_04_06.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 10_04_06.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.23 10_06_12.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.23 10_06_12.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.26 10_01_09.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.26 10_01_09.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.20 15_13_00.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.20 15_13_00.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.22 09_33_06.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.22 09_33_06.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 14_37_45.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 14_37_45.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 14_26_44.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 14_26_44.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 13_26_43.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 13_26_43.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 14_45_50.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 14_45_50.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 09_36_31.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 09_36_31.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.17 13_28_58.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.17 13_28_58.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 14_55_27.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 14_55_27.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.27 14_32_10.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.27 14_32_10.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.16 09_16_05.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.16 09_16_05.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 15_28_59.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 15_28_59.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.27 14_56_26.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.27 14_56_26.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.16 10_11_28.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.16 10_11_28.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 14_02_37.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 14_02_37.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.20 15_31_36.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.20 15_31_36.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 13_16_27.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 13_16_27.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 15_28_26.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 15_28_26.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 15_36_37.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 15_36_37.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.22 16_10_16.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.22 16_10_16.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.17 13_33_05.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.17 13_33_05.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.22 15_09_38.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.22 15_09_38.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.23 10_13_19.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.23 10_13_19.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.20 08_59_55.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.20 08_59_55.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 13_46_22.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 13_46_22.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.16 08_49_07.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.16 08_49_07.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.26 13_38_26.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.26 13_38_26.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 14_55_02.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 14_55_02.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.26 13_41_06.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.26 13_41_06.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.23 13_42_08.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.23 13_42_08.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.26 15_19_47.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.26 15_19_47.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.22 09_37_59.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.22 09_37_59.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.20 09_04_50.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.20 09_04_50.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 14_15_16.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 14_15_16.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.27 09_00_27.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.27 09_00_27.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.22 08_42_20.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.22 08_42_20.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.23 13_43_35.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.23 13_43_35.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.13 13_33_53.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.13 13_33_53.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.26 13_26_40.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.26 13_26_40.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.22 09_43_49.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.22 09_43_49.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 14_44_10.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 14_44_10.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 13_40_29.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.25 13_40_29.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 15_48_53.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 15_48_53.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.23 14_09_20.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.23 14_09_20.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.16 10_29_42.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.16 10_29_42.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 13_33_09.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.28 13_33_09.xml
../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 10_05_24.jpg,擦洞,../data/xuelang_round1_train_part2_20180705/擦洞/J01_2018.06.19 10_05_24.xml
